Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note,,,,
FS,Suite of Food Security Indicators,484,Mexico,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,16.4,A,Official figure,Official estimate,,,,
FS,Suite of Food Security Indicators,484,Mexico,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,15.9,A,Official figure,Official estimate,,,,
FS,Suite of Food Security Indicators,484,Mexico,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,16.8,A,Official figure,Official estimate,,,,
FS,Suite of Food Security Indicators,583,Micronesia (Federated States of),6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,O,Missing value,,,,,
FS,Suite of Food Security Indicators,583,Micronesia (Federated States of),61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,O,Missing value,,,,,
FS,Suite of Food Security Indicators,583,Micronesia (Federated States of),61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,O,Missing value,,,,,
FS,Suite of Food Security Indicators,496,Mongolia,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,<0.1,A,Official figure,Official estimate integrated with FAO data,,,,
FS,Suite of Food Security Indicators,496,Mongolia,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,<0.1,A,Official figure,Official estimate integrated with FAO data,,,,
FS,Suite of Food Security Indicators,496,Mongolia,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,<0.1,A,Official figure,Official estimate integrated with FAO data,,,,
FS,Suite of Food Security Indicators,499,Montenegro,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,<0.1,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,499,Montenegro,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,<0.1,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,499,Montenegro,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,<0.1,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,504,Morocco,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,Q,Missing value; suppressed,,,,,
FS,Suite of Food Security Indicators,504,Morocco,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,Q,Missing value; suppressed,,,,,
FS,Suite of Food Security Indicators,504,Morocco,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,Q,Missing value; suppressed,,,,,
FS,Suite of Food Security Indicators,508,Mozambique,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,7.2,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,508,Mozambique,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,6.8,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,508,Mozambique,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,7.5,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,104,Myanmar,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,6.2,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,104,Myanmar,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,5.6,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,104,Myanmar,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,6.8,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,516,Namibia,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,0.5,A,Official figure,Official estimate integrated with FAO data,,,,
FS,Suite of Food Security Indicators,516,Namibia,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,0.5,A,Official figure,Official estimate integrated with FAO data,,,,
FS,Suite of Food Security Indicators,516,Namibia,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,0.5,A,Official figure,Official estimate integrated with FAO data,,,,
FS,Suite of Food Security Indicators,520,Nauru,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,O,Missing value,,,,,
FS,Suite of Food Security Indicators,520,Nauru,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,O,Missing value,,,,,
FS,Suite of Food Security Indicators,520,Nauru,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,O,Missing value,,,,,
FS,Suite of Food Security Indicators,524,Nepal,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,4.2,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,524,Nepal,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,3.8,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,524,Nepal,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,4.5,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,528,Netherlands (Kingdom of the),6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,0.4,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,528,Netherlands (Kingdom of the),61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,0.2,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,528,Netherlands (Kingdom of the),61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,0.5,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,540,New Caledonia,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,O,Missing value,,,,,
FS,Suite of Food Security Indicators,540,New Caledonia,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,O,Missing value,,,,,
FS,Suite of Food Security Indicators,540,New Caledonia,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,O,Missing value,,,,,
FS,Suite of Food Security Indicators,554,New Zealand,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,0.3,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,554,New Zealand,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,0.3,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,554,New Zealand,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,0.3,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,558,Nicaragua,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,Q,Missing value; suppressed,,,,,
FS,Suite of Food Security Indicators,558,Nicaragua,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,Q,Missing value; suppressed,,,,,
FS,Suite of Food Security Indicators,558,Nicaragua,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,Q,Missing value; suppressed,,,,,
FS,Suite of Food Security Indicators,562,Niger,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,4.6,A,Official figure,Official estimate integrated with FAO data,,,,
FS,Suite of Food Security Indicators,562,Niger,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,4.4,A,Official figure,Official estimate integrated with FAO data,,,,
FS,Suite of Food Security Indicators,562,Niger,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,4.9,A,Official figure,Official estimate integrated with FAO data,,,,
FS,Suite of Food Security Indicators,566,Nigeria,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,42.5,A,Official figure,Official estimate integrated with FAO data,,,,
FS,Suite of Food Security Indicators,566,Nigeria,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,41.1,A,Official figure,Official estimate integrated with FAO data,,,,
FS,Suite of Food Security Indicators,566,Nigeria,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,43.9,A,Official figure,Official estimate integrated with FAO data,,,,
FS,Suite of Food Security Indicators,570,Niue,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,O,Missing value,,,,,
FS,Suite of Food Security Indicators,570,Niue,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,O,Missing value,,,,,
FS,Suite of Food Security Indicators,570,Niue,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,O,Missing value,,,,,
FS,Suite of Food Security Indicators,807,North Macedonia,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,0.2,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,807,North Macedonia,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,0.2,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,807,North Macedonia,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,0.2,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,578,Norway,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,0.1,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,578,Norway,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,<0.1,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,578,Norway,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,0.1,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,512,Oman,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,O,Missing value,,,,,
FS,Suite of Food Security Indicators,512,Oman,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,O,Missing value,,,,,
FS,Suite of Food Security Indicators,512,Oman,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,O,Missing value,,,,,
FS,Suite of Food Security Indicators,586,Pakistan,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,35.9,A,Official figure,Official estimate integrated with FAO data,,,,
FS,Suite of Food Security Indicators,586,Pakistan,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,34.7,A,Official figure,Official estimate integrated with FAO data,,,,
FS,Suite of Food Security Indicators,586,Pakistan,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,37.1,A,Official figure,Official estimate integrated with FAO data,,,,
FS,Suite of Food Security Indicators,585,Palau,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,O,Missing value,,,,,
FS,Suite of Food Security Indicators,585,Palau,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,O,Missing value,,,,,
FS,Suite of Food Security Indicators,585,Palau,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,O,Missing value,,,,,
FS,Suite of Food Security Indicators,275,Palestine,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,0.5,A,Official figure,Official estimate,,,,
FS,Suite of Food Security Indicators,275,Palestine,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,0.4,A,Official figure,Official estimate,,,,
FS,Suite of Food Security Indicators,275,Palestine,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,0.5,A,Official figure,Official estimate,,,,
FS,Suite of Food Security Indicators,591,Panama,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,Q,Missing value; suppressed,,,,,
FS,Suite of Food Security Indicators,591,Panama,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,Q,Missing value; suppressed,,,,,
FS,Suite of Food Security Indicators,591,Panama,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,Q,Missing value; suppressed,,,,,
FS,Suite of Food Security Indicators,598,Papua New Guinea,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,O,Missing value,,,,,
FS,Suite of Food Security Indicators,598,Papua New Guinea,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,O,Missing value,,,,,
FS,Suite of Food Security Indicators,598,Papua New Guinea,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,O,Missing value,,,,,
FS,Suite of Food Security Indicators,600,Paraguay,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,0.6,A,Official figure,Official estimate integrated with FAO data,,,,
FS,Suite of Food Security Indicators,600,Paraguay,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,0.6,A,Official figure,Official estimate integrated with FAO data,,,,
FS,Suite of Food Security Indicators,600,Paraguay,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,0.7,A,Official figure,Official estimate integrated with FAO data,,,,
FS,Suite of Food Security Indicators,604,Peru,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,Q,Missing value; suppressed,,,,,
FS,Suite of Food Security Indicators,604,Peru,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,Q,Missing value; suppressed,,,,,
FS,Suite of Food Security Indicators,604,Peru,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,Q,Missing value; suppressed,,,,,
FS,Suite of Food Security Indicators,608,Philippines,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,17.5,A,Official figure,Official estimate integrated with FAO data,,,,
FS,Suite of Food Security Indicators,608,Philippines,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,17,A,Official figure,Official estimate integrated with FAO data,,,,
FS,Suite of Food Security Indicators,608,Philippines,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,17.9,A,Official figure,Official estimate integrated with FAO data,,,,
FS,Suite of Food Security Indicators,616,Poland,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,1.6,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,616,Poland,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,1.3,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,616,Poland,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,1.8,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,620,Portugal,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,0.6,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,620,Portugal,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,0.5,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,620,Portugal,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,0.8,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,630,Puerto Rico,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,O,Missing value,,,,,
FS,Suite of Food Security Indicators,630,Puerto Rico,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,O,Missing value,,,,,
FS,Suite of Food Security Indicators,630,Puerto Rico,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,O,Missing value,,,,,
FS,Suite of Food Security Indicators,634,Qatar,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,O,Missing value,,,,,
FS,Suite of Food Security Indicators,634,Qatar,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,O,Missing value,,,,,
FS,Suite of Food Security Indicators,634,Qatar,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,O,Missing value,,,,,
FS,Suite of Food Security Indicators,410,Republic of Korea,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,1,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,410,Republic of Korea,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,0.8,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,410,Republic of Korea,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,1.3,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,498,Republic of Moldova,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,0.4,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,498,Republic of Moldova,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,0.3,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,498,Republic of Moldova,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,0.4,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,642,Romania,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,1.6,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,642,Romania,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,1.4,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,642,Romania,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,1.8,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,643,Russian Federation,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,3.3,A,Official figure,Official estimate,,,,
FS,Suite of Food Security Indicators,643,Russian Federation,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,2.8,A,Official figure,Official estimate,,,,
FS,Suite of Food Security Indicators,643,Russian Federation,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,3.9,A,Official figure,Official estimate,,,,
FS,Suite of Food Security Indicators,646,Rwanda,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,Q,Missing value; suppressed,,,,,
FS,Suite of Food Security Indicators,646,Rwanda,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,Q,Missing value; suppressed,,,,,
FS,Suite of Food Security Indicators,646,Rwanda,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,Q,Missing value; suppressed,,,,,
FS,Suite of Food Security Indicators,659,Saint Kitts and Nevis,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,O,Missing value,,,,,
FS,Suite of Food Security Indicators,659,Saint Kitts and Nevis,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,O,Missing value,,,,,
FS,Suite of Food Security Indicators,659,Saint Kitts and Nevis,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,O,Missing value,,,,,
FS,Suite of Food Security Indicators,662,Saint Lucia,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,<0.1,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,662,Saint Lucia,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,<0.1,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,662,Saint Lucia,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,<0.1,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,670,Saint Vincent and the Grenadines,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,<0.1,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,670,Saint Vincent and the Grenadines,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,<0.1,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,670,Saint Vincent and the Grenadines,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,<0.1,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,882,Samoa,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,<0.1,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,882,Samoa,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,<0.1,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,882,Samoa,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,<0.1,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,678,Sao Tome and Principe,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,<0.1,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,678,Sao Tome and Principe,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,<0.1,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,678,Sao Tome and Principe,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,<0.1,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,682,Saudi Arabia,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,Q,Missing value; suppressed,,,,,
FS,Suite of Food Security Indicators,682,Saudi Arabia,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,Q,Missing value; suppressed,,,,,
FS,Suite of Food Security Indicators,682,Saudi Arabia,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,,Q,Missing value; suppressed,,,,,
FS,Suite of Food Security Indicators,686,Senegal,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,2.4,A,Official figure,Official estimate integrated with FAO data,,,,
FS,Suite of Food Security Indicators,686,Senegal,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,2.3,A,Official figure,Official estimate integrated with FAO data,,,,
FS,Suite of Food Security Indicators,686,Senegal,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,2.5,A,Official figure,Official estimate integrated with FAO data,,,,
FS,Suite of Food Security Indicators,688,Serbia,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,0.5,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,688,Serbia,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,0.4,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,688,Serbia,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,0.6,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,690,Seychelles,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,<0.1,A,Official figure,Official estimate integrated with FAO data,,,,
FS,Suite of Food Security Indicators,690,Seychelles,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,<0.1,A,Official figure,Official estimate integrated with FAO data,,,,
FS,Suite of Food Security Indicators,690,Seychelles,61322,Confidence interval: Upper bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,<0.1,A,Official figure,Official estimate integrated with FAO data,,,,
FS,Suite of Food Security Indicators,694,Sierra Leone,6132,Value,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,2.3,A,Official figure,FAO data,,,,
FS,Suite of Food Security Indicators,694,Sierra Leone,61321,Confidence interval: Lower bound,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),20202022,2020-2022,million No,2.2,A,Official figure,FAO data,,,,
